用語,読み,訳語候補番号,訳語候補,使い分け基準,用例(和文),用例(英文),用例出典,注釈1,注釈2
助成事業,じょせいじぎょう,,promotion services,,,,,,
除斥,じょせき,1,exclusion,配当からの「除斥」（破産法198条）などの場合,,,,,
除斥,じょせき,2,disqualification,裁判官の「除斥」の場合,,,,,
処断する,しょだんする,,deal with,,,,,,
職階制,しょっかいせい,,position classification plan,,,,,,
職権,しょっけん,,authority,,,,,,
職権証拠調べ,しょっけんしょうこしらべ,,examination of evidence by court's own authority,,,,,,
職権調査事項,しょっけんちょうさじこう,,matters to be examined upon court's own authority,,,,,,
職権で,しょっけんで,1,by one's authority,,,,,,
職権で,しょっけんで,2,without any party's request,,,,,,
職権で,しょっけんで,3,ex officio,ある官職に当然にある権限の場合,,,,【注】ex officioは「職務上当然に、職権で」を意味し、ある官職にあるために当然にある権限を有するという場合に用いられる。,
職権で,しょっけんで,4,sua sponte,,,,,【注】sua sponteは、自発的に自らの裁量で自己に与えられている権限を行使する場合に用いられる。,
所得税,しょとくぜい,,income tax,,,,,,
初日,しょにち,,first day,,,,,,
処分,しょぶん,1,disposition,原則,,,,,【動詞】処分する: dispose
処分,しょぶん,2,appropriation,利益の処分,,,,,【動詞】処分する: appropriate
処分,しょぶん,3,ruling,訴訟法上の訴訟指揮のための裁判所、裁判長、受命裁判官及び裁判所事務官の行為の意味の「処分」,不作為を目的とする債務については、債務者の費用で、債務者がした行為の結果を除去し、又は将来のため適当な処分をすることを裁判所に請求することができる,"With respect to any obligation for an inaction, a request may be made to the court at the expense of the obligor seeking the removal of the outcome of the action performed by the obligor, or an appropriate ruling against any future action",民法第414条第3項,,
処分,しょぶん,4,administrative disposition,行政処分,,,,【注】文脈によっては、dispositionのみで使用することも可能。,
処分禁止の仮処分,しょぶんきんしのかりしょぶん,,provisional disposition prohibiting the disposal of property,,,,,,
処分庁,しょぶんちょう,,administrative agency reaching the disposition,,,,,,
処分の取消しの訴え,しょぶんのとりけしのうったえ,,action for revocation of original administrative disposition,,,,,,
署名,しょめい,,signature,,,,,,
除名,じょめい,,expulsion,,,,,,
署名押印,しょめいおういん,,signature and seal,,,,,,【動詞】署名押印する: sign and seal
書面尋問,しょめんじんもん,,submission of written statements in lieu of examination,民事訴訟手続の場合,,,,【注】書面尋問（民事訴訟法205条）は、「書面による尋問」ではなく、「尋問に代わる書面提出」である。,
書面で,しょめんで,,… in writing,,,,,,
書面による準備手続,しょめんによるじゅんびてつづき,,preparatory proceedings by means of documents,,,,,,
書面の,しょめんの,1,written …,,,,,,
書面の,しょめんの,2,… in writing,,,,,,
所有権,しょゆうけん,,ownership,,,,,,
所有者,しょゆうしゃ,,owner,,,,,,
私立学校,しりつがっこう,,private school,,,,,,
自立支援,じりつしえん,,self -reliance support,,,,,,
思料する,しりょうする,,consider,,,,,,
資力申告書,しりょくしんこくしょ,,statement of one's financial resources,,,,,,
事理を弁識する能力,じりをべんしきするのうりょく,,capacity to appreciate one's situation,,,,,,
指令,しれい,,directive,,,,,,
知れている債権者,しれているさいけんしゃ,,known creditor,,会社は、…知れている債権者には、各別にこれを催告しなければならない,Company…must give notice of the same separately to each known creditor,会社法第627条第2項,,
侵害,しんがい,,infringement,,,,,,
浸害,しんがい,,damage by flood,,,,,,【動詞】浸害する: cause a flood to damage
侵害訴訟,しんがいそしょう,,infringement lawsuit,,,,,,
人格権,じんかくけん,,moral right,,,,,,
人格のない社団又は財団,じんかくのないしゃだんまたはざいだん,,association or foundation without legal personality,,,,,,
新株,しんかぶ,,new share,,,,,,
新株の発行,しんかぶのはっこう,,issue of new shares,,,,,,
新株予約権,しんかぶよやくけん,,share option,,,,,,
新株予約権売渡請求,しんかぶよやくけんうりわたしせいきゅう,,demand for a share option cash-out,会社法の場合,,,,,
新株予約権買取請求,しんかぶよやくけんかいとりせいきゅう,,exercise of appraisal rights on share options,会社法の場合,,,,,
新株予約権原簿,しんかぶよやくけんげんぼ,,share option register,,,,,,
新株予約権者,しんかぶよやくけんしゃ,1,share option holder,,,,,,
新株予約権者,しんかぶよやくけんしゃ,2,holder of share option,,,,,,
新株予約権証券,しんかぶよやくけんしょうけん,,share option certificate,,,,,,
新株予約権付社債,しんかぶよやくけんつきしゃさい,,bond with share option,,,,,,
新株予約権無償割当て,しんかぶよやくけんむしょうわりあて,,allotment of share option without contribution,,,,,,
審議,しんぎ,,deliberation,,,,,,【動詞】審議する: deliberate
審議委員,しんぎいいん,,council member,,,,,,
審議会,しんぎかい,,council,,,,,,
新規性,しんきせい,,novelty,,,,,,
信義則,しんぎそく,,good faith principle (principle of good faith),,,,,,
審決,しんけつ,1,trial decision,,,,,【注】trialは、特許法の場合など、狭義の司法機関でない場合も使用可。,
審決,しんけつ,2,decision on appeal,,,,,,
審決,しんけつ,3,ruling,,,,,,
審決,しんけつ,4,determination,,,,,,
審決,しんけつ,5,decision,,,,,,
審決書,しんけつしょ,,written decision,,,,,,
親権,しんけん,,parental authority,,,,,,
人権,じんけん,,human rights,,,,,,
親権者,しんけんしゃ,,person who has parental authority,,,,,,
振興,しんこう,1,promotion,,,,,,
振興,しんこう,2,development,,,,,,
振興,しんこう,3,advancement,,,,,,
進行協議期日,しんこうきょうぎきじつ,,date for scheduling conference,,,,,,
申告,しんこく,,report,,,,,,
審査,しんさ,1,examination,原則,審査の請求,application for examination,逃亡犯罪人引渡法第8条,,
審査,しんさ,2,review,事後的な審査,,,,,
審査,しんさ,3,screening,選別,,,,,
審査,しんさ,4,investigation,事実調査的な審査,,,,,
審査会,しんさかい,1,examination board,原則,,,,,
審査会,しんさかい,2,review board,事後的な審査,,,,,
審査会,しんさかい,3,screening board,選別,,,,,
審査官,しんさかん,1,examiner,原則,（特許の）審査官,patent examiner,,,
審査官,しんさかん,2,reviewer,事後的な審査,,,,,
審査官,しんさかん,3,screener,選別,,,,,
審査官,しんさかん,4,investigator,事実調査的な審査,,,,,
審査請求,しんさせいきゅう,1,request for administrative review,一般的な場合,,,,,
審査請求,しんさせいきゅう,2,request for examination,特許法等の場合,出願審査の請求,request for examination of application,特許法第48条の3見出し,,
審査請求命令,しんさせいきゅうめいれい,,order to apply for examination,,,,,,
人事,じんじ,,personnel affairs,,,,,,
人事行政,じんじぎょうせい,,personnel administration,,,,,,
人事記録,じんじきろく,,personnel record,,,,,,
申述,しんじゅつ,,statement,,,,,,
信書,しんしょ,,(confidential) correspondence,,,,,,
心証,しんしょう,1,conviction,（刑事裁判での）有罪との結論,,,,,
心証,しんしょう,2,determination,訴訟上認定すべき事実に関する裁判官の内心的判断、自由な心証（民事訴訟法247条）,,,,,
審尋,しんじん,1,hearing,,,,,,【動詞】審尋する: hear
審尋,しんじん,2,interrogation,,,,,,【動詞】審尋する: interrogate
審訊,しんじん,1,hearing,,,,,,【動詞】審訊する: hear
審訊,しんじん,2,interrogation,,,,,,【動詞】審訊する: interrogate
心神耗弱,しんしんこうじゃく,,diminished capacity,,,,,,
心神喪失,しんしんそうしつ,,insanity,,,,,,
心身の故障のため,しんしんのこしょうのため,,due to mental or physical disorder,,,,,,
申請,しんせい,,application,,,,,,【動詞】申請する: apply
申請者,しんせいしゃ,,applicant,,,,,,
申請書,しんせいしょ,1,written application,記入済みの場合,,,,,
申請書,しんせいしょ,2,application form,未記入の場合,,,,,
真正な,しんせいな,,authentic,,,,,,
新設合併,しんせつがっぺい,,consolidation-type merger,,,,,,
新設合併契約,しんせつがっぺいけいやく,,consolidation-type merger agreement,,,,,,
新設合併消滅会社,しんせつがっぺいしょうめつがいしゃ,,company disappearing in a consolidation-type merger,,,,,,
新設合併消滅株式会社,しんせつがっぺいしょうめつかぶしきがいしゃ,,stock company disappearing in a consolidation-type merger,,,,,,
新設合併消滅持分会社,しんせつがっぺいしょうめつもちぶんがいしゃ,,membership company disappearing in a consolidation-type merger,,,,,,
新設合併設立会社,しんせつがっぺいせつりつがいしゃ,,company incorporated in a consolidation-type merger,,,,,,
新設合併設立株式会社,しんせつがっぺいせつりつかぶしきがいしゃ,,stock company incorporated in a consolidation-type merger,,,,,,
新設分割,しんせつぶんかつ,,incorporation-type company split,,,,,,
新設分割会社,しんせつぶんかつがいしゃ,,company splitting in an incorporation-type split,,,,,,
新設分割株式会社,しんせつぶんかつかぶしきがいしゃ,,stock company splitting in an incorporation-type split,,,,,,
新設分割計画,しんせつぶんかつけいかく,,incorporation-type company split plan,,,,,,
新設分割計画新株予約権,しんせつぶんかつけいかくしんかぶよやくけん,,share options in an incorporation-type split plan,,,,,,
